Crate = 0-17
Card = 0-7 within the crate
Tower = 0-31 covers 4 x 8 covered by the card
EMAddr(0:8) = EMFGBit(0:0)+CompressedEMET(1:8)
HDAddr(0:8) = HDFGBit(0:0)+CompressedHDET(1:8) - note: HDFGBit(0:0) is not part of the hardware LUT address
LutOut(0:17)= LinearEMET(0:6)+HoEFGVetoBit(7:7)+LinearJetET(8:16)+ActivityBit(17:17)
Event	Crate	Card	Tower	EMAddr	HDAddr	LUTOut
0	8	3	1e	0	0	0
0	8	3	1f	0	0	0
0	8	4	0	0	0	0
0	8	4	1	0	0	0
0	8	4	2	0	0	0
0	8	4	3	0	0	0
0	8	4	4	0	0	0
0	8	4	5	0	0	0
0	8	4	6	0	0	0
0	8	4	7	0	0	0
0	8	4	8	0	0	0
0	8	4	9	0	0	0
0	8	4	a	0	0	0
0	8	4	b	0	0	0
0	8	4	c	0	0	0
0	8	4	d	0	0	0
0	8	4	e	0	0	0
0	8	4	f	0	0	0
0	8	4	10	0	0	0
0	8	4	11	0	0	0
0	8	4	12	0	0	0
0	8	4	13	0	0	0
0	8	4	14	0	0	0
0	8	4	15	0	0	0
0	8	4	16	0	0	0
0	8	4	17	0	0	0
0	8	4	18	0	0	0
0	8	4	19	0	0	0
0	8	4	1a	0	0	0
0	8	4	1b	0	0	0
0	8	4	1c	0	0	0
0	8	4	1d	0	0	0
0	8	4	1e	0	0	0
0	8	4	1f	0	0	0
0	8	5	0	0	0	0
0	8	5	1	0	0	0
0	8	5	2	0	0	0
0	8	5	3	0	0	0
0	8	5	4	0	0	0
0	8	5	5	0	0	0
0	8	5	6	0	0	0
0	8	5	7	0	0	0
0	8	5	8	0	0	0
0	8	5	9	0	0	0
0	8	5	a	0	0	0
0	8	5	b	0	0	0
0	8	5	c	0	0	0
0	8	5	d	0	0	0
0	8	5	e	0	0	0
0	8	5	f	0	0	0
0	8	5	10	0	0	0
0	8	5	11	0	0	0
0	8	5	12	0	0	0
0	8	5	13	0	0	0
0	8	5	14	0	0	0
0	8	5	15	0	0	0
0	8	5	16	0	0	0
0	8	5	17	0	0	0
0	8	5	18	0	0	0
0	8	5	19	0	0	0
0	8	5	1a	0	0	0
0	8	5	1b	0	0	0
0	8	5	1c	0	0	0
0	8	5	1d	0	0	0
0	8	5	1e	0	0	0
0	8	5	1f	0	0	0
0	8	6	0	0	0	0
0	8	6	1	0	0	0
0	8	6	2	0	0	0
0	8	6	3	0	0	0
0	8	6	4	0	0	0
0	8	6	5	0	0	0
0	8	6	6	0	0	0
0	8	6	7	0	0	0
0	8	6	8	0	0	0
0	8	6	9	0	0	0
0	8	6	a	0	0	0
0	8	6	b	0	0	0
0	8	6	c	0	0	0
0	8	6	d	0	0	0
0	8	6	e	0	0	0
0	8	6	f	0	0	0
0	8	6	10	0	0	0
0	8	6	11	0	0	0
0	8	6	12	0	0	0
0	8	6	13	0	0	0
0	8	6	14	0	0	0
0	8	6	15	0	0	0
0	8	6	16	0	0	0
0	8	6	17	0	0	0
0	8	6	18	0	0	0
0	8	6	19	0	0	0
0	8	6	1a	0	0	0
0	8	6	1b	0	0	0
0	8	6	1c	0	0	0
0	8	6	1d	0	0	0
0	8	6	1e	0	0	0
0	8	6	1f	0	0	0
0	9	0	0	0	0	0
0	9	0	1	0	0	0
0	9	0	2	0	0	0
0	9	0	3	0	0	0
0	9	0	4	0	0	0
0	9	0	5	0	0	0
0	9	0	6	0	0	0
0	9	0	7	0	0	0
0	9	0	8	0	0	0
0	9	0	9	0	0	0
0	9	0	a	0	0	0
0	9	0	b	2e	0	2e
0	9	0	c	0	0	0
0	9	0	d	0	0	0
0	9	0	e	0	0	0
0	9	0	f	0	0	0
0	9	0	10	0	0	0
0	9	0	11	0	0	0
0	9	0	12	0	0	0
0	9	0	13	0	0	0
0	9	0	14	0	0	0
0	9	0	15	0	0	0
0	9	0	16	0	0	0
0	9	0	17	0	0	0
0	9	0	18	0	0	0
0	9	0	19	0	0	0
0	9	0	1a	0	0	0
0	9	0	1b	0	0	0
0	9	0	1c	0	0	0
0	9	0	1d	0	0	0
0	9	0	1e	0	0	0
0	9	0	1f	0	0	0
0	9	1	0	0	0	0
0	9	1	1	0	0	0
0	9	1	2	0	0	0
0	9	1	3	0	0	0
0	9	1	4	0	0	0
0	9	1	5	0	0	0
0	9	1	6	0	0	0
0	9	1	7	0	0	0
0	9	1	8	0	0	0
0	9	1	9	0	0	0
0	9	1	a	0	0	0
0	9	1	b	3f	0	3f
0	9	1	c	0	0	0
0	9	1	d	0	0	0
0	9	1	e	0	0	0
0	9	1	f	0	0	0
0	9	1	10	0	0	0
0	9	1	11	0	0	0
0	9	1	12	0	0	0
0	9	1	13	0	0	0
0	9	1	14	0	0	0
0	9	1	15	0	0	0
0	9	1	16	0	0	0
0	9	1	17	0	0	0
0	9	1	18	0	0	0
0	9	1	19	0	0	0
0	9	1	1a	0	0	0
0	9	1	1b	0	0	0
0	9	1	1c	0	0	0
0	9	1	1d	0	0	0
0	9	1	1e	0	0	0
0	9	1	1f	0	0	0
0	9	2	0	0	0	0
0	9	2	1	0	0	0
0	9	2	2	0	0	0
0	9	2	3	0	0	0
0	9	2	4	0	0	0
0	9	2	5	0	0	0
0	9	2	6	0	0	0
0	9	2	7	0	0	0
0	9	2	8	0	0	0
0	9	2	9	0	0	0
0	9	2	a	0	0	0
0	9	2	b	b	0	b
0	9	2	c	0	0	0
0	9	2	d	0	0	0
0	9	2	e	0	0	0
0	9	2	f	0	0	0
0	9	2	10	0	0	0
0	9	2	11	0	0	0
0	9	2	12	0	0	0
0	9	2	13	0	0	0
0	9	2	14	0	0	0
0	9	2	15	0	0	0
0	9	2	16	0	0	0
0	9	2	17	0	0	0
0	9	2	18	0	0	0
0	9	2	19	0	0	0
0	9	2	1a	0	0	0
0	9	2	1b	0	0	0
0	9	2	1c	0	0	0
0	9	2	1d	0	0	0
0	9	2	1e	0	0	0
0	9	2	1f	0	0	0
0	9	3	0	0	0	0
0	9	3	1	0	0	0
0	9	3	2	0	0	0
0	9	3	3	0	0	0
0	9	3	4	0	0	0
0	9	3	5	0	0	0
0	9	3	6	0	0	0
0	9	3	7	0	0	0
0	9	3	8	0	0	0
0	9	3	9	0	0	0
0	9	3	a	0	0	0
0	9	3	b	1e	0	1e
0	9	3	c	0	0	0
0	9	3	d	0	0	0
0	9	3	e	0	0	0
0	9	3	f	0	0	0
0	9	3	10	0	0	0
0	9	3	11	0	0	0
0	9	3	12	0	0	0
0	9	3	13	0	0	0
0	9	3	14	0	0	0
0	9	3	15	0	0	0
0	9	3	16	0	0	0
0	9	3	17	0	0	0
0	9	3	18	0	0	0
0	9	3	19	0	0	0
0	9	3	1a	0	0	0
0	9	3	1b	0	0	0
0	9	3	1c	0	0	0
0	9	3	1d	0	0	0
0	9	3	1e	0	0	0
0	9	3	1f	0	0	0
0	9	4	0	0	0	0
0	9	4	1	0	0	0
0	9	4	2	0	0	0
0	9	4	3	0	0	0
0	9	4	4	0	0	0
0	9	4	5	0	0	0
0	9	4	6	0	0	0
0	9	4	7	0	0	0
0	9	4	8	0	0	0
0	9	4	9	0	0	0
0	9	4	a	0	0	0
0	9	4	b	0	0	0
0	9	4	c	0	0	0
0	9	4	d	0	0	0
0	9	4	e	0	0	0
0	9	4	f	0	0	0
0	9	4	10	0	0	0
0	9	4	11	0	0	0
0	9	4	12	0	0	0
0	9	4	13	0	0	0
0	9	4	14	0	0	0
0	9	4	15	0	0	0
0	9	4	16	0	0	0
0	9	4	17	0	0	0
0	9	4	18	0	0	0
0	9	4	19	0	0	0
0	9	4	1a	0	0	0
0	9	4	1b	0	0	0
0	9	4	1c	0	0	0
0	9	4	1d	0	0	0
0	9	4	1e	0	0	0
0	9	4	1f	0	0	0
0	9	5	0	0	0	0
0	9	5	1	0	0	0
0	9	5	2	0	0	0
0	9	5	3	0	0	0
0	9	5	4	0	0	0
0	9	5	5	0	0	0
0	9	5	6	0	0	0
0	9	5	7	0	0	0
0	9	5	8	0	0	0
0	9	5	9	0	0	0
0	9	5	a	0	0	0
0	9	5	b	0	0	0
0	9	5	c	0	0	0
0	9	5	d	0	0	0
0	9	5	e	0	0	0
0	9	5	f	0	0	0
0	9	5	10	0	0	0
0	9	5	11	0	0	0
0	9	5	12	0	0	0
0	9	5	13	0	0	0
0	9	5	14	0	0	0
0	9	5	15	0	0	0
0	9	5	16	0	0	0
0	9	5	17	0	0	0
0	9	5	18	0	0	0
0	9	5	19	0	0	0
0	9	5	1a	0	0	0
0	9	5	1b	0	0	0
0	9	5	1c	0	0	0
0	9	5	1d	0	0	0
0	9	5	1e	0	0	0
0	9	5	1f	0	0	0
0	9	6	0	0	0	0
0	9	6	1	0	0	0
0	9	6	2	0	0	0
0	9	6	3	0	0	0
0	9	6	4	0	0	0
0	9	6	5	0	0	0
0	9	6	6	0	0	0
0	9	6	7	0	0	0
0	9	6	8	0	0	0
0	9	6	9	0	0	0
0	9	6	a	0	0	0
0	9	6	b	0	0	0
0	9	6	c	0	0	0
0	9	6	d	0	0	0
0	9	6	e	0	0	0
0	9	6	f	0	0	0
0	9	6	10	0	0	0
0	9	6	11	0	0	0
0	9	6	12	0	0	0
0	9	6	13	0	0	0
0	9	6	14	0	0	0
0	9	6	15	0	0	0
0	9	6	16	0	0	0
0	9	6	17	0	0	0
0	9	6	18	0	0	0
0	9	6	19	0	0	0
0	9	6	1a	0	0	0
0	9	6	1b	0	0	0
0	9	6	1c	0	0	0
0	9	6	1d	0	0	0
0	9	6	1e	0	0	0
0	9	6	1f	0	0	0
0	a	0	0	0	0	0
0	a	0	1	0	0	0
0	a	0	2	0	0	0
0	a	0	3	0	0	0
0	a	0	4	0	0	0
0	a	0	5	0	0	0
0	a	0	6	0	0	0
0	a	0	7	0	0	0
0	a	0	8	0	0	0
0	a	0	9	0	0	0
0	a	0	a	0	0	0
0	a	0	b	2e	0	2e
0	a	0	c	0	0	0
0	a	0	d	0	0	0
0	a	0	e	0	0	0
0	a	0	f	0	0	0
0	a	0	10	0	0	0
0	a	0	11	0	0	0
0	a	0	12	0	0	0
0	a	0	13	0	0	0
0	a	0	14	0	0	0
0	a	0	15	0	0	0
0	a	0	16	0	0	0
0	a	0	17	0	0	0
0	a	0	18	0	0	0
0	a	0	19	0	0	0
0	a	0	1a	0	0	0
0	a	0	1b	0	0	0
0	a	0	1c	0	0	0
0	a	0	1d	0	0	0
0	a	0	1e	0	0	0
0	a	0	1f	0	0	0
0	a	1	0	0	0	0
0	a	1	1	0	0	0
0	a	1	2	0	0	0
0	a	1	3	0	0	0
0	a	1	4	0	0	0
0	a	1	5	0	0	0
0	a	1	6	0	0	0
0	a	1	7	0	0	0
0	a	1	8	0	0	0
0	a	1	9	0	0	0
0	a	1	a	0	0	0
0	a	1	b	3f	0	3f
0	a	1	c	0	0	0
0	a	1	d	0	0	0
0	a	1	e	0	0	0
0	a	1	f	0	0	0
0	a	1	10	0	0	0
0	a	1	11	0	0	0
0	a	1	12	0	0	0
0	a	1	13	0	0	0
0	a	1	14	0	0	0
0	a	1	15	0	0	0
0	a	1	16	0	0	0
0	a	1	17	0	0	0
0	a	1	18	0	0	0
0	a	1	19	0	0	0
0	a	1	1a	0	0	0
0	a	1	1b	0	0	0
0	a	1	1c	0	0	0
0	a	1	1d	0	0	0
0	a	1	1e	0	0	0
0	a	1	1f	0	0	0
0	a	2	0	0	0	0
0	a	2	1	0	0	0
0	a	2	2	0	0	0
0	a	2	3	0	0	0
0	a	2	4	0	0	0
0	a	2	5	0	0	0
0	a	2	6	0	0	0
0	a	2	7	0	0	0
0	a	2	8	0	0	0
0	a	2	9	0	0	0
0	a	2	a	0	0	0
0	a	2	b	b	0	b
0	a	2	c	0	0	0
0	a	2	d	0	0	0
0	a	2	e	0	0	0
0	a	2	f	0	0	0
0	a	2	10	0	0	0
0	a	2	11	0	0	0
0	a	2	12	0	0	0
0	a	2	13	0	0	0
0	a	2	14	0	0	0
0	a	2	15	0	0	0
0	a	2	16	0	0	0
0	a	2	17	0	0	0
0	a	2	18	0	0	0
0	a	2	19	0	0	0
0	a	2	1a	0	0	0
0	a	2	1b	0	0	0
0	a	2	1c	0	0	0
0	a	2	1d	0	0	0
0	a	2	1e	0	0	0
0	a	2	1f	0	0	0
0	a	3	0	0	0	0
0	a	3	1	0	0	0
0	a	3	2	0	0	0
0	a	3	3	0	0	0
0	a	3	4	0	0	0
0	a	3	5	0	0	0
0	a	3	6	0	0	0
0	a	3	7	0	0	0
0	a	3	8	0	0	0
0	a	3	9	0	0	0
0	a	3	a	0	0	0
0	a	3	b	1e	0	1e
0	a	3	c	0	0	0
0	a	3	d	0	0	0
0	a	3	e	0	0	0
0	a	3	f	0	0	0
0	a	3	10	0	0	0
0	a	3	11	0	0	0
0	a	3	12	0	0	0
0	a	3	13	0	0	0
0	a	3	14	0	0	0
0	a	3	15	0	0	0
0	a	3	16	0	0	0
0	a	3	17	0	0	0
0	a	3	18	0	0	0
0	a	3	19	0	0	0
0	a	3	1a	0	0	0
0	a	3	1b	0	0	0
0	a	3	1c	0	0	0
0	a	3	1d	0	0	0
0	a	3	1e	0	0	0
0	a	3	1f	0	0	0
0	a	4	0	0	0	0
0	a	4	1	0	0	0
0	a	4	2	0	0	0
0	a	4	3	0	0	0
0	a	4	4	0	0	0
0	a	4	5	0	0	0
0	a	4	6	0	0	0
0	a	4	7	0	0	0
0	a	4	8	0	0	0
0	a	4	9	0	0	0
0	a	4	a	0	0	0
0	a	4	b	0	0	0
0	a	4	c	0	0	0
0	a	4	d	0	0	0
0	a	4	e	0	0	0
0	a	4	f	0	0	0
0	a	4	10	0	0	0
0	a	4	11	0	0	0
0	a	4	12	0	0	0
0	a	4	13	0	0	0
0	a	4	14	0	0	0
0	a	4	15	0	0	0
0	a	4	16	0	0	0
0	a	4	17	0	0	0
0	a	4	18	0	0	0
0	a	4	19	0	0	0
0	a	4	1a	0	0	0
0	a	4	1b	0	0	0
0	a	4	1c	0	0	0
0	a	4	1d	0	0	0
0	a	4	1e	0	0	0
0	a	4	1f	0	0	0
0	a	5	0	0	0	0
0	a	5	1	0	0	0
0	a	5	2	0	0	0
0	a	5	3	0	0	0
0	a	5	4	0	0	0
0	a	5	5	0	0	0
0	a	5	6	0	0	0
0	a	5	7	0	0	0
0	a	5	8	0	0	0
0	a	5	9	0	0	0
0	a	5	a	0	0	0
0	a	5	b	0	0	0
0	a	5	c	0	0	0
0	a	5	d	0	0	0
0	a	5	e	0	0	0
0	a	5	f	0	0	0
0	a	5	10	0	0	0
0	a	5	11	0	0	0
0	a	5	12	0	0	0
0	a	5	13	0	0	0
0	a	5	14	0	0	0
0	a	5	15	0	0	0
0	a	5	16	0	0	0
0	a	5	17	0	0	0
0	a	5	18	0	0	0
0	a	5	19	0	0	0
0	a	5	1a	0	0	0
0	a	5	1b	0	0	0
0	a	5	1c	0	0	0
0	a	5	1d	0	0	0
0	a	5	1e	0	0	0
0	a	5	1f	0	0	0
0	a	6	0	0	0	0
0	a	6	1	0	0	0
0	a	6	2	0	0	0
0	a	6	3	0	0	0
0	a	6	4	0	0	0
0	a	6	5	0	0	0
0	a	6	6	0	0	0
0	a	6	7	0	0	0
0	a	6	8	0	0	0
0	a	6	9	0	0	0
0	a	6	a	0	0	0
0	a	6	b	0	0	0
0	a	6	c	0	0	0
0	a	6	d	0	0	0
0	a	6	e	0	0	0
0	a	6	f	0	0	0
0	a	6	10	0	0	0
0	a	6	11	0	0	0
0	a	6	12	0	0	0
0	a	6	13	0	0	0
0	a	6	14	0	0	0
0	a	6	15	0	0	0
0	a	6	16	0	0	0
0	a	6	17	0	0	0
0	a	6	18	0	0	0
0	a	6	19	0	0	0
0	a	6	1a	0	0	0
0	a	6	1b	0	0	0
0	a	6	1c	0	0	0
0	a	6	1d	0	0	0
0	a	6	1e	0	0	0
0	a	6	1f	0	0	0
0	b	0	0	0	0	0
0	b	0	1	0	0	0
0	b	0	2	0	0	0
0	b	0	3	0	0	0
0	b	0	4	0	0	0
0	b	0	5	0	0	0
0	b	0	6	0	0	0
0	b	0	7	0	0	0
0	b	0	8	0	0	0
0	b	0	9	0	0	0
0	b	0	a	0	0	0
0	b	0	b	2e	0	2e
0	b	0	c	0	0	0
0	b	0	d	0	0	0
0	b	0	e	0	0	0
0	b	0	f	0	0	0
0	b	0	10	0	0	0
0	b	0	11	0	0	0
0	b	0	12	0	0	0
0	b	0	13	0	0	0
0	b	0	14	0	0	0
0	b	0	15	0	0	0
0	b	0	16	0	0	0
0	b	0	17	0	0	0
0	b	0	18	0	0	0
0	b	0	19	0	0	0
0	b	0	1a	0	0	0
0	b	0	1b	0	0	0
0	b	0	1c	0	0	0
0	b	0	1d	0	0	0
0	b	0	1e	0	0	0
0	b	0	1f	0	0	0
0	b	1	0	0	0	0
0	b	1	1	0	0	0
0	b	1	2	0	0	0
0	b	1	3	0	0	0
0	b	1	4	0	0	0
0	b	1	5	0	0	0
0	b	1	6	0	0	0
0	b	1	7	0	0	0
0	b	1	8	0	0	0
0	b	1	9	0	0	0
0	b	1	a	0	0	0
0	b	1	b	3f	0	3f
0	b	1	c	0	0	0
0	b	1	d	0	0	0
0	b	1	e	0	0	0
0	b	1	f	0	0	0
0	b	1	10	0	0	0
0	b	1	11	0	0	0
0	b	1	12	0	0	0
0	b	1	13	0	0	0
0	b	1	14	0	0	0
0	b	1	15	0	0	0
0	b	1	16	0	0	0
0	b	1	17	0	0	0
0	b	1	18	0	0	0
0	b	1	19	0	0	0
0	b	1	1a	0	0	0
0	b	1	1b	0	0	0
0	b	1	1c	0	0	0
0	b	1	1d	0	0	0
0	b	1	1e	0	0	0
0	b	1	1f	0	0	0
0	b	2	0	0	0	0
0	b	2	1	0	0	0
0	b	2	2	0	0	0
0	b	2	3	0	0	0
0	b	2	4	0	0	0
0	b	2	5	0	0	0
0	b	2	6	0	0	0
0	b	2	7	0	0	0
0	b	2	8	0	0	0
0	b	2	9	0	0	0
0	b	2	a	0	0	0
0	b	2	b	b	0	b
0	b	2	c	0	0	0
0	b	2	d	0	0	0
0	b	2	e	0	0	0
0	b	2	f	0	0	0
0	b	2	10	0	0	0
0	b	2	11	0	0	0
0	b	2	12	0	0	0
0	b	2	13	0	0	0
0	b	2	14	0	0	0
0	b	2	15	0	0	0
0	b	2	16	0	0	0
0	b	2	17	0	0	0
0	b	2	18	0	0	0
0	b	2	19	0	0	0
0	b	2	1a	0	0	0
0	b	2	1b	0	0	0
0	b	2	1c	0	0	0
0	b	2	1d	0	0	0
0	b	2	1e	0	0	0
0	b	2	1f	0	0	0
0	b	3	0	0	0	0
0	b	3	1	0	0	0
0	b	3	2	0	0	0
0	b	3	3	0	0	0
0	b	3	4	0	0	0
0	b	3	5	0	0	0
0	b	3	6	0	0	0
0	b	3	7	0	0	0
0	b	3	8	0	0	0
0	b	3	9	0	0	0
0	b	3	a	0	0	0
0	b	3	b	1e	0	1e
0	b	3	c	0	0	0
0	b	3	d	0	0	0
0	b	3	e	0	0	0
0	b	3	f	0	0	0
0	b	3	10	0	0	0
0	b	3	11	0	0	0
0	b	3	12	0	0	0
0	b	3	13	0	0	0
0	b	3	14	0	0	0
0	b	3	15	0	0	0
0	b	3	16	0	0	0
0	b	3	17	0	0	0
0	b	3	18	0	0	0
0	b	3	19	0	0	0
0	b	3	1a	0	0	0
0	b	3	1b	0	0	0
0	b	3	1c	0	0	0
0	b	3	1d	0	0	0
0	b	3	1e	0	0	0
0	b	3	1f	0	0	0
0	b	4	0	0	0	0
0	b	4	1	0	0	0
0	b	4	2	0	0	0
0	b	4	3	0	0	0
0	b	4	4	0	0	0
0	b	4	5	0	0	0
0	b	4	6	0	0	0
0	b	4	7	0	0	0
0	b	4	8	0	0	0
0	b	4	9	0	0	0
0	b	4	a	0	0	0
0	b	4	b	0	0	0
0	b	4	c	0	0	0
0	b	4	d	0	0	0
0	b	4	e	0	0	0
0	b	4	f	0	0	0
0	b	4	10	0	0	0
0	b	4	11	0	0	0
0	b	4	12	0	0	0
0	b	4	13	0	0	0
0	b	4	14	0	0	0
0	b	4	15	0	0	0
0	b	4	16	0	0	0
0	b	4	17	0	0	0
0	b	4	18	0	0	0
0	b	4	19	0	0	0
0	b	4	1a	0	0	0
0	b	4	1b	0	0	0
0	b	4	1c	0	0	0
0	b	4	1d	0	0	0
0	b	4	1e	0	0	0
0	b	4	1f	0	0	0
0	b	5	0	0	0	0
0	b	5	1	0	0	0
0	b	5	2	0	0	0
0	b	5	3	0	0	0
0	b	5	4	0	0	0
0	b	5	5	0	0	0
0	b	5	6	0	0	0
0	b	5	7	0	0	0
0	b	5	8	0	0	0
0	b	5	9	0	0	0
0	b	5	a	0	0	0
0	b	5	b	0	0	0
0	b	5	c	0	0	0
0	b	5	d	0	0	0
0	b	5	e	0	0	0
0	b	5	f	0	0	0
0	b	5	10	0	0	0
0	b	5	11	0	0	0
0	b	5	12	0	0	0
0	b	5	13	0	0	0
0	b	5	14	0	0	0
0	b	5	15	0	0	0
0	b	5	16	0	0	0
0	b	5	17	0	0	0
0	b	5	18	0	0	0
0	b	5	19	0	0	0
0	b	5	1a	0	0	0
0	b	5	1b	0	0	0
0	b	5	1c	0	0	0
0	b	5	1d	0	0	0
0	b	5	1e	0	0	0
0	b	5	1f	0	0	0
0	b	6	0	0	0	0
0	b	6	1	0	0	0
0	b	6	2	0	0	0
0	b	6	3	0	0	0
0	b	6	4	0	0	0
0	b	6	5	0	0	0
0	b	6	6	0	0	0
0	b	6	7	0	0	0
0	b	6	8	0	0	0
0	b	6	9	0	0	0
0	b	6	a	0	0	0
0	b	6	b	0	0	0
0	b	6	c	0	0	0
0	b	6	d	0	0	0
0	b	6	e	0	0	0
0	b	6	f	0	0	0
0	b	6	10	0	0	0
0	b	6	11	0	0	0
0	b	6	12	0	0	0
0	b	6	13	0	0	0
0	b	6	14	0	0	0
0	b	6	15	0	0	0
0	b	6	16	0	0	0
0	b	6	17	0	0	0
0	b	6	18	0	0	0
0	b	6	19	0	0	0
0	b	6	1a	0	0	0
0	b	6	1b	0	0	0
0	b	6	1c	0	0	0
0	b	6	1d	0	0	0
0	b	6	1e	0	0	0
0	b	6	1f	0	0	0
0	c	0	0	0	0	0
0	c	0	1	0	0	0
0	c	0	2	0	0	0
0	c	0	3	0	0	0
0	c	0	4	0	0	0
0	c	0	5	0	0	0
0	c	0	6	0	0	0
0	c	0	7	0	0	0
0	c	0	8	0	0	0
0	c	0	9	0	0	0
0	c	0	a	0	0	0
0	c	0	b	2e	0	2e
0	c	0	c	0	0	0
0	c	0	d	0	0	0
0	c	0	e	0	0	0
0	c	0	f	0	0	0
0	c	0	10	0	0	0
0	c	0	11	0	0	0
0	c	0	12	0	0	0
0	c	0	13	0	0	0
0	c	0	14	0	0	0
0	c	0	15	0	0	0
0	c	0	16	0	0	0
0	c	0	17	0	0	0
0	c	0	18	0	0	0
0	c	0	19	0	0	0
0	c	0	1a	0	0	0
0	c	0	1b	0	0	0
0	c	0	1c	0	0	0
0	c	0	1d	0	0	0
0	c	0	1e	0	0	0
0	c	0	1f	0	0	0
0	c	1	0	0	0	0
0	c	1	1	0	0	0
0	c	1	2	0	0	0
0	c	1	3	0	0	0
0	c	1	4	0	0	0
0	c	1	5	0	0	0
0	c	1	6	0	0	0
0	c	1	7	0	0	0
0	c	1	8	0	0	0
0	c	1	9	0	0	0
0	c	1	a	0	0	0
0	c	1	b	3f	0	3f
0	c	1	c	0	0	0
0	c	1	d	0	0	0
0	c	1	e	0	0	0
0	c	1	f	0	0	0
0	c	1	10	0	0	0
0	c	1	11	0	0	0
0	c	1	12	0	0	0
0	c	1	13	0	0	0
0	c	1	14	0	0	0
0	c	1	15	0	0	0
0	c	1	16	0	0	0
0	c	1	17	0	0	0
0	c	1	18	0	0	0
0	c	1	19	0	0	0
0	c	1	1a	0	0	0
0	c	1	1b	0	0	0
0	c	1	1c	0	0	0
0	c	1	1d	0	0	0
0	c	1	1e	0	0	0
0	c	1	1f	0	0	0
0	c	2	0	0	0	0
0	c	2	1	0	0	0
0	c	2	2	0	0	0
0	c	2	3	0	0	0
0	c	2	4	0	0	0
0	c	2	5	0	0	0
0	c	2	6	0	0	0
0	c	2	7	0	0	0
0	c	2	8	0	0	0
0	c	2	9	0	0	0
0	c	2	a	0	0	0
0	c	2	b	b	0	b
0	c	2	c	0	0	0
0	c	2	d	0	0	0
0	c	2	e	0	0	0
0	c	2	f	0	0	0
0	c	2	10	0	0	0
0	c	2	11	0	0	0
0	c	2	12	0	0	0
0	c	2	13	0	0	0
0	c	2	14	0	0	0
0	c	2	15	0	0	0
0	c	2	16	0	0	0
0	c	2	17	0	0	0
0	c	2	18	0	0	0
0	c	2	19	0	0	0
0	c	2	1a	0	0	0
0	c	2	1b	0	0	0
0	c	2	1c	0	0	0
0	c	2	1d	0	0	0
0	c	2	1e	0	0	0
0	c	2	1f	0	0	0
0	c	3	0	0	0	0
0	c	3	1	0	0	0
0	c	3	2	0	0	0
0	c	3	3	0	0	0
0	c	3	4	0	0	0
0	c	3	5	0	0	0
0	c	3	6	0	0	0
0	c	3	7	0	0	0
0	c	3	8	0	0	0
0	c	3	9	0	0	0
0	c	3	a	0	0	0
0	c	3	b	1e	0	1e
0	c	3	c	0	0	0
0	c	3	d	0	0	0
0	c	3	e	0	0	0
0	c	3	f	0	0	0
0	c	3	10	0	0	0
0	c	3	11	0	0	0
0	c	3	12	0	0	0
0	c	3	13	0	0	0
0	c	3	14	0	0	0
0	c	3	15	0	0	0
0	c	3	16	0	0	0
0	c	3	17	0	0	0
0	c	3	18	0	0	0
0	c	3	19	0	0	0
0	c	3	1a	0	0	0
0	c	3	1b	0	0	0
0	c	3	1c	0	0	0
0	c	3	1d	0	0	0
0	c	3	1e	0	0	0
0	c	3	1f	0	0	0
0	c	4	0	0	0	0
0	c	4	1	0	0	0
0	c	4	2	0	0	0
0	c	4	3	0	0	0
0	c	4	4	0	0	0
0	c	4	5	0	0	0
0	c	4	6	0	0	0
0	c	4	7	0	0	0
0	c	4	8	0	0	0
0	c	4	9	0	0	0
0	c	4	a	0	0	0
0	c	4	b	0	0	0
0	c	4	c	0	0	0
0	c	4	d	0	0	0
0	c	4	e	0	0	0
0	c	4	f	0	0	0
0	c	4	10	0	0	0
0	c	4	11	0	0	0
0	c	4	12	0	0	0
0	c	4	13	0	0	0
0	c	4	14	0	0	0
0	c	4	15	0	0	0
0	c	4	16	0	0	0
0	c	4	17	0	0	0
0	c	4	18	0	0	0
0	c	4	19	0	0	0
0	c	4	1a	0	0	0
0	c	4	1b	0	0	0
0	c	4	1c	0	0	0
0	c	4	1d	0	0	0
0	c	4	1e	0	0	0
0	c	4	1f	0	0	0
0	c	5	0	0	0	0
0	c	5	1	0	0	0
0	c	5	2	0	0	0
0	c	5	3	0	0	0
0	c	5	4	0	0	0
0	c	5	5	0	0	0
0	c	5	6	0	0	0
0	c	5	7	0	0	0
0	c	5	8	0	0	0
0	c	5	9	0	0	0
0	c	5	a	0	0	0
0	c	5	b	0	0	0
0	c	5	c	0	0	0
0	c	5	d	0	0	0
0	c	5	e	0	0	0
0	c	5	f	0	0	0
0	c	5	10	0	0	0
0	c	5	11	0	0	0
0	c	5	12	0	0	0
0	c	5	13	0	0	0
0	c	5	14	0	0	0
0	c	5	15	0	0	0
0	c	5	16	0	0	0
0	c	5	17	0	0	0
0	c	5	18	0	0	0
0	c	5	19	0	0	0
0	c	5	1a	0	0	0
0	c	5	1b	0	0	0
0	c	5	1c	0	0	0
0	c	5	1d	0	0	0
0	c	5	1e	0	0	0
0	c	5	1f	0	0	0
0	c	6	0	0	0	0
0	c	6	1	0	0	0
0	c	6	2	0	0	0
0	c	6	3	0	0	0
0	c	6	4	0	0	0
0	c	6	5	0	0	0
